----------Creating Processes----------
Process: P0 	Size: 5 	Arrival Time: 54 	Run Time: 4 
[0:011.1] Process: P146, Page Referenced: 8, Page-in-memory: 2
[0:011.1] Process: P21, Page Referenced: 16, Page-in-memory: 72
[0:011.1] Process: P117, Page Referenced: 22, Page-in-memory: 76
[0:011.1] Process: P129, Exit, Size: 31, Service Duration: 1
Memory-map: P37P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P98P98P22P70P98P22P70P98P98P70P98P22P70P98P22P98P70P107P98P107P146P22P107
[0:011.1] Process: P141, Page Referenced: 7, Page-in-memory: 77, Process Evicted: 98
[0:011.1] Process: P37, Page Referenced: 5, Page-in-memory: 78, Process Evicted: 98
[0:011.1] Process: P51, Enter, Size: 5, Service Duration: 5
Memory-map: P51P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P22P70P98P22P70P98P98P70P98P22P70P98P22P98P70P107P98P107P146P22P107
[0:011.2] Process: P146, Exit, Size: 11, Service Duration: 4
Memory-map: P51P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P22P70P98P22P70P98P98P70P98P22P70P98P22P98P70P107P98P107P146P22P107
[0:011.2] Process: P21, Page Referenced: 17, Page-in-memory: 26
[0:011.2] Process: P117, Exit, Size: 31, Service Duration: 3
Memory-map: P51P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P22P70P98P22P70P98P98P70P98P22P70P98P22P98P70P107P98P107P146P22P107
[0:011.2] Process: P141, Page Referenced: 7, Page-in-memory: 77
[0:011.2] Process: P37, Page Referenced: 1, Page-in-memory: 79, Process Evicted: 22
[0:011.2] Process: P51, Page Referenced: 4, Page-in-memory: 80, Process Evicted: 70
[0:011.3] Process: P21, Page Referenced: 18, Page-in-memory: 19
[0:011.3] Process: P141, Page Referenced: 1, Page-in-memory: 81, Process Evicted: 98
[0:011.3] Process: P37, Page Referenced: 3, Page-in-memory: 82, Process Evicted: 22
[0:011.3] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:011.4] Process: P21, Page Referenced: 20, Page-in-memory: 66
[0:011.4] Process: P141, Page Referenced: 1, Page-in-memory: 81
[0:011.4] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:011.4] Process: P51, Page Referenced: 1, Page-in-memory: 83, Process Evicted: 70
[0:011.5] Process: P21, Page Referenced: 21, Page-in-memory: 68
[0:011.5] Process: P141, Page Referenced: 7, Page-in-memory: 77
[0:011.5] Process: P37, Page Referenced: 10, Page-in-memory: 84, Process Evicted: 98
[0:011.5] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:011.6] Process: P21, Page Referenced: 21, Page-in-memory: 68
[0:011.6] Process: P141, Page Referenced: 8, Page-in-memory: 67
[0:011.6] Process: P37, Page Referenced: 4, Page-in-memory: 85, Process Evicted: 98
[0:011.6] Process: P51, Page Referenced: 3, Page-in-memory: 86, Process Evicted: 70
[0:011.7] Process: P21, Page Referenced: 27, Page-in-memory: 55
[0:011.7] Process: P141, Page Referenced: 9, Page-in-memory: 70
[0:011.7] Process: P37, Page Referenced: 3, Page-in-memory: 82
[0:011.7] Process: P51, Page Referenced: 2, Page-in-memory: 87, Process Evicted: 98
[0:011.8] Process: P21, Page Referenced: 30, Page-in-memory: 18
[0:011.8] Process: P141, Page Referenced: 9, Page-in-memory: 70
[0:011.8] Process: P37, Page Referenced: 5, Page-in-memory: 78
[0:011.8] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:011.9] Process: P21, Page Referenced: 31, Page-in-memory: 60
[0:011.9] Process: P141, Page Referenced: 2, Page-in-memory: 88, Process Evicted: 22
[0:011.9] Process: P37, Page Referenced: 5, Page-in-memory: 78
[0:011.9] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:012.0] Process: P21, Page Referenced: 21, Page-in-memory: 68
[0:012.0] Process: P141, Page Referenced: 3, Page-in-memory: 89, Process Evicted: 70
[0:012.0] Process: P37, Page Referenced: 9, Page-in-memory: 90, Process Evicted: 98
[0:012.0] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:012.0] Process: P1, Enter, Size: 5, Service Duration: 3
Memory-map: P1P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P22P98P70P107P98P107P146P22P107
[0:012.1] Process: P21, Exit, Size: 31, Service Duration: 4
Memory-map: P1P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P22P98P70P107P98P107P146P22P107
[0:012.1] Process: P141, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: P37, Page Referenced: 10, Page-in-memory: 84
[0:012.1] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:012.1] Process: P1, Page Referenced: 0, Page-in-memory: 0
[0:012.1] Process: P31, Enter, Size: 5, Service Duration: 5
Memory-map: P31P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P22P98P70P107P98P107P146P22P107
[0:012.2] Process: P141, Exit, Size: 11, Service Duration: 2
Memory-map: P31P70P146P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P22P98P70P107P98P107P146P22P107
[0:012.2] Process: P37, Page Referenced: 5, Page-in-memory: 78
[0:012.2] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:012.2] Process: P1, Page Referenced: 0, Page-in-memory: 0
[0:012.2] Process: P31, Page Referenced: 4, Page-in-memory: 91, Process Evicted: 22
[0:012.3] Process: P37, Page Referenced: 5, Page-in-memory: 78
[0:012.3] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:012.3] Process: P1, Page Referenced: 0, Page-in-memory: 0
[0:012.3] Process: P31, Page Referenced: 3, Page-in-memory: 92, Process Evicted: 98
[0:012.4] Process: P37, Page Referenced: 4, Page-in-memory: 85
[0:012.4] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:012.4] Process: P1, Page Referenced: 4, Page-in-memory: 93, Process Evicted: 70
[0:012.4] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:012.5] Process: P37, Page Referenced: 4, Page-in-memory: 85
[0:012.5] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:012.5] Process: P1, Page Referenced: 5, Page-in-memory: 94, Process Evicted: 107
[0:012.5] Process: P31, Page Referenced: 1, Page-in-memory: 95, Process Evicted: 98
[0:012.6] Process: P37, Page Referenced: 1, Page-in-memory: 79
[0:012.6] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:012.6] Process: P1, Page Referenced: 6, Page-in-memory: 96, Process Evicted: 107
[0:012.6] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:012.7] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:012.7] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:012.7] Process: P1, Page Referenced: 1, Page-in-memory: 97, Process Evicted: 146
[0:012.7] Process: P31, Page Referenced: 2, Page-in-memory: 98, Process Evicted: 22
[0:012.8] Process: P37, Page Referenced: 10, Page-in-memory: 84
[0:012.8] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:012.8] Process: P1, Page Referenced: 2, Page-in-memory: 99, Process Evicted: 107
[0:012.8] Process: P31, Page Referenced: 3, Page-in-memory: 92
[0:012.9] Process: P37, Page Referenced: 7, Page-in-memory: 1, Process Evicted: 70
[0:012.9] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:012.9] Process: P1, Page Referenced: 2, Page-in-memory: 99
[0:012.9] Process: P31, Page Referenced: 3, Page-in-memory: 92
[0:013.0] Process: P37, Page Referenced: 9, Page-in-memory: 90
[0:013.0] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: P1, Page Referenced: 3, Page-in-memory: 2, Process Evicted: 146
[0:013.0] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:013.0] Process: P87, Enter, Size: 31, Service Duration: 1
Memory-map: P87P37P1P22P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:013.1] Process: P37, Page Referenced: 7, Page-in-memory: 1
[0:013.1] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:013.1] Process: P1, Page Referenced: 4, Page-in-memory: 93
[0:013.1] Process: P31, Page Referenced: 4, Page-in-memory: 91
[0:013.1] Process: P87, Page Referenced: 25, Page-in-memory: 3, Process Evicted: 22
[0:013.1] Process: P136, Enter, Size: 17, Service Duration: 4
Memory-map: P136P37P1P87P70P107P146P22P146P98P22P70P22P107P146P70P107P146P21P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:013.2] Process: P37, Page Referenced: 9, Page-in-memory: 90
[0:013.2] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:013.2] Process: P1, Page Referenced: 4, Page-in-memory: 93
[0:013.2] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:013.2] Process: P87, Page Referenced: 24, Page-in-memory: 4, Process Evicted: 70
[0:013.2] Process: P136, Page Referenced: 16, Page-in-memory: 5, Process Evicted: 107
[0:013.3] Process: P37, Page Referenced: 2, Page-in-memory: 6, Process Evicted: 146
[0:013.3] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:013.3] Process: P1, Page Referenced: 5, Page-in-memory: 94
[0:013.3] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:013.3] Process: P87, Page Referenced: 3, Page-in-memory: 7, Process Evicted: 22
[0:013.3] Process: P136, Page Referenced: 15, Page-in-memory: 8, Process Evicted: 146
[0:013.4] Process: P37, Page Referenced: 3, Page-in-memory: 82
[0:013.4] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:013.4] Process: P1, Page Referenced: 4, Page-in-memory: 93
[0:013.4] Process: P31, Page Referenced: 3, Page-in-memory: 92
[0:013.4] Process: P87, Page Referenced: 1, Page-in-memory: 9, Process Evicted: 98
[0:013.4] Process: P136, Page Referenced: 15, Page-in-memory: 8
[0:013.5] Process: P37, Page Referenced: 3, Page-in-memory: 82
[0:013.5] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:013.5] Process: P1, Page Referenced: 1, Page-in-memory: 97
[0:013.5] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:013.5] Process: P87, Page Referenced: 2, Page-in-memory: 10, Process Evicted: 22
[0:013.5] Process: P136, Page Referenced: 12, Page-in-memory: 11, Process Evicted: 70
[0:013.6] Process: P37, Page Referenced: 2, Page-in-memory: 6
[0:013.6] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:013.6] Process: P1, Page Referenced: 4, Page-in-memory: 93
[0:013.6] Process: P31, Page Referenced: 3, Page-in-memory: 92
[0:013.6] Process: P87, Page Referenced: 1, Page-in-memory: 9
[0:013.6] Process: P136, Page Referenced: 8, Page-in-memory: 12, Process Evicted: 22
[0:013.7] Process: P37, Page Referenced: 3, Page-in-memory: 82
[0:013.7] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:013.7] Process: P1, Page Referenced: 3, Page-in-memory: 2
[0:013.7] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:013.7] Process: P87, Page Referenced: 1, Page-in-memory: 9
[0:013.7] Process: P136, Page Referenced: 7, Page-in-memory: 13, Process Evicted: 107
[0:013.8] Process: P37, Page Referenced: 6, Page-in-memory: 14, Process Evicted: 146
[0:013.8] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:013.8] Process: P1, Page Referenced: 2, Page-in-memory: 99
[0:013.8] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:013.8] Process: P87, Page Referenced: 1, Page-in-memory: 9
[0:013.8] Process: P136, Page Referenced: 8, Page-in-memory: 12
[0:013.9] Process: P37, Page Referenced: 8, Page-in-memory: 15, Process Evicted: 70
[0:013.9] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:013.9] Process: P1, Page Referenced: 2, Page-in-memory: 99
[0:013.9] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:013.9] Process: P87, Page Referenced: 5, Page-in-memory: 16, Process Evicted: 107
[0:013.9] Process: P136, Page Referenced: 15, Page-in-memory: 8
[0:014.0] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:014.0] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:014.0] Process: P1, Page Referenced: 3, Page-in-memory: 2
[0:014.0] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:014.0] Process: P87, Page Referenced: 30, Page-in-memory: 17, Process Evicted: 146
[0:014.0] Process: P136, Page Referenced: 10, Page-in-memory: 18, Process Evicted: 21
[0:014.0] Process: P84, Enter, Size: 31, Service Duration: 5
Memory-map: P84P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:014.1] Process: P37, Page Referenced: 1, Page-in-memory: 79
[0:014.1] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:014.1] Process: P1, Page Referenced: 3, Page-in-memory: 2
[0:014.1] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:014.1] Process: P87, Exit, Size: 31, Service Duration: 1
Memory-map: P84P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P21P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:014.1] Process: P136, Page Referenced: 0, Page-in-memory: 0
[0:014.1] Process: P84, Page Referenced: 22, Page-in-memory: 19, Process Evicted: 21
[0:014.1] Process: P130, Enter, Size: 5, Service Duration: 3
Memory-map: P130P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P117P107P146P117P107P146P21P117P70P98P21P117P107P21P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:014.2] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:014.2] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:014.2] Process: P1, Page Referenced: 1, Page-in-memory: 97
[0:014.2] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:014.2] Process: P136, Page Referenced: 1, Page-in-memory: 20, Process Evicted: 117
[0:014.2] Process: P84, Page Referenced: 26, Page-in-memory: 21, Process Evicted: 107
[0:014.2] Process: P130, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: P51, Page Referenced: 4, Page-in-memory: 80
[0:014.3] Process: P1, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:014.3] Process: P136, Page Referenced: 3, Page-in-memory: 22, Process Evicted: 146
[0:014.3] Process: P84, Page Referenced: 27, Page-in-memory: 23, Process Evicted: 117
[0:014.3] Process: P130, Page Referenced: 4, Page-in-memory: 24, Process Evicted: 107
[0:014.4] Process: P37, Page Referenced: 2, Page-in-memory: 6
[0:014.4] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:014.4] Process: P1, Page Referenced: 1, Page-in-memory: 97
[0:014.4] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:014.4] Process: P136, Page Referenced: 4, Page-in-memory: 25, Process Evicted: 146
[0:014.4] Process: P84, Page Referenced: 27, Page-in-memory: 23
[0:014.4] Process: P130, Page Referenced: 4, Page-in-memory: 24
[0:014.5] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:014.5] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:014.5] Process: P1, Page Referenced: 3, Page-in-memory: 2
[0:014.5] Process: P31, Page Referenced: 1, Page-in-memory: 95
[0:014.5] Process: P136, Page Referenced: 5, Page-in-memory: 26, Process Evicted: 21
[0:014.5] Process: P84, Page Referenced: 7, Page-in-memory: 27, Process Evicted: 117
[0:014.5] Process: P130, Page Referenced: 4, Page-in-memory: 24
[0:014.6] Process: P37, Page Referenced: 8, Page-in-memory: 15
[0:014.6] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:014.6] Process: P1, Page Referenced: 1, Page-in-memory: 97
[0:014.6] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:014.6] Process: P136, Page Referenced: 4, Page-in-memory: 25
[0:014.6] Process: P84, Page Referenced: 7, Page-in-memory: 27
[0:014.6] Process: P130, Page Referenced: 1, Page-in-memory: 28, Process Evicted: 70
[0:014.7] Process: P37, Page Referenced: 10, Page-in-memory: 84
[0:014.7] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:014.7] Process: P1, Page Referenced: 1, Page-in-memory: 97
[0:014.7] Process: P31, Page Referenced: 0, Page-in-memory: 0
[0:014.7] Process: P136, Page Referenced: 4, Page-in-memory: 25
[0:014.7] Process: P84, Page Referenced: 6, Page-in-memory: 29, Process Evicted: 98
[0:014.7] Process: P130, Page Referenced: 3, Page-in-memory: 30, Process Evicted: 21
[0:014.8] Process: P37, Page Referenced: 10, Page-in-memory: 84
[0:014.8] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:014.8] Process: P1, Page Referenced: 4, Page-in-memory: 93
[0:014.8] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:014.8] Process: P136, Page Referenced: 4, Page-in-memory: 25
[0:014.8] Process: P84, Page Referenced: 3, Page-in-memory: 31, Process Evicted: 117
[0:014.8] Process: P130, Page Referenced: 4, Page-in-memory: 24
[0:014.9] Process: P37, Page Referenced: 10, Page-in-memory: 84
[0:014.9] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:014.9] Process: P1, Page Referenced: 5, Page-in-memory: 94
[0:014.9] Process: P31, Page Referenced: 2, Page-in-memory: 98
[0:014.9] Process: P136, Page Referenced: 4, Page-in-memory: 25
[0:014.9] Process: P84, Page Referenced: 2, Page-in-memory: 32, Process Evicted: 107
[0:014.9] Process: P130, Page Referenced: 3, Page-in-memory: 30
[0:015.0] Process: P37, Page Referenced: 11, Page-in-memory: 33, Process Evicted: 21
[0:015.0] Process: P51, Page Referenced: 2, Page-in-memory: 87
[0:015.0] Process: P1, Page Referenced: 3, Page-in-memory: 2
[0:015.0] Process: P31, Page Referenced: 4, Page-in-memory: 91
[0:015.0] Process: P136, Page Referenced: 3, Page-in-memory: 22
[0:015.0] Process: P84, Page Referenced: 2, Page-in-memory: 32
[0:015.0] Process: P130, Page Referenced: 3, Page-in-memory: 30
[0:015.0] Process: P83, Enter, Size: 11, Service Duration: 5
Memory-map: P83P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.1] Process: P37, Exit, Size: 11, Service Duration: 4
Memory-map: P83P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.1] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:015.1] Process: P1, Exit, Size: 5, Service Duration: 3
Memory-map: P83P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P117P98P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.1] Process: P31, Page Referenced: 5, Page-in-memory: 34, Process Evicted: 117
[0:015.1] Process: P136, Page Referenced: 2, Page-in-memory: 35, Process Evicted: 98
[0:015.1] Process: P84, Page Referenced: 3, Page-in-memory: 31
[0:015.1] Process: P130, Page Referenced: 0, Page-in-memory: 0
[0:015.1] Process: P83, Page Referenced: 0, Page-in-memory: 0
[0:015.1] Process: P101, Enter, Size: 11, Service Duration: 5
Memory-map: P101P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P31P136P107P21P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.2] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:015.2] Process: P31, Page Referenced: 5, Page-in-memory: 34
[0:015.2] Process: P136, Page Referenced: 2, Page-in-memory: 35
[0:015.2] Process: P84, Page Referenced: 2, Page-in-memory: 32
[0:015.2] Process: P130, Page Referenced: 4, Page-in-memory: 24
[0:015.2] Process: P83, Page Referenced: 1, Page-in-memory: 36, Process Evicted: 107
[0:015.2] Process: P101, Page Referenced: 9, Page-in-memory: 37, Process Evicted: 21
[0:015.2] Process: P104, Enter, Size: 5, Service Duration: 2
Memory-map: P104P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P31P136P83P101P70P21P117P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.3] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:015.3] Process: P31, Page Referenced: 5, Page-in-memory: 34
[0:015.3] Process: P136, Page Referenced: 1, Page-in-memory: 20
[0:015.3] Process: P84, Page Referenced: 29, Page-in-memory: 38, Process Evicted: 70
[0:015.3] Process: P130, Page Referenced: 4, Page-in-memory: 24
[0:015.3] Process: P83, Page Referenced: 0, Page-in-memory: 0
[0:015.3] Process: P101, Page Referenced: 4, Page-in-memory: 39, Process Evicted: 21
[0:015.3] Process: P104, Page Referenced: 1, Page-in-memory: 40, Process Evicted: 117
[0:015.3] Process: P108, Enter, Size: 5, Service Duration: 4
Memory-map: P108P37P1P87P87P136P37P87P136P87P87P136P136P136P37P37P87P87P136P84P136P84P136P84P130P136P136P84P130P84P130P84P84P37P31P136P83P101P84P101P104P98P21P98P21P117P98P117P98P21P98P117P98P21P146P21P117P146P21P146P21P129P141P21P129P141P21P141P21P129P141P129P21P129P141P129P117P141P37P37P51P141P37P51P37P37P51P51P141P141P37P31P31P1P1P31P1P1P31P1
[0:015.4] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:015.4] Process: P31, Page Referenced: 4, Page-in-memory: 91
[0:015.4] Process: P136, Page Referenced: 5, Page-in-memory: 26
[0:015.4] Process: P84, Page Referenced: 29, Page-in-memory: 38
[0:015.4] Process: P130, Page Referenced: 3, Page-in-memory: 30
[0:015.4] Process: P83, Page Referenced: 10, Page-in-memory: 41, Process Evicted: 98
[0:015.4] Process: P101, Page Referenced: 0, Page-in-memory: 0
[0:015.4] Process: P104, Page Referenced: 2, Page-in-memory: 42, Process Evicted: 21
[0:015.4] Process: P108, Page Referenced: 1, Page-in-memory: 43, Process Evicted: 98
[0:015.5] Process: P51, Page Referenced: 1, Page-in-memory: 83
[0:015.5] Process: P31, Page Referenced: 3, Page-in-memory: 92
[0:015.5] Process: P136, Page Referenced: 16, Page-in-memory: 5
[0:015.5] Process: P84, Page Referenced: 27, Page-in-memory: 23
[0:015.5] Process: P130, Page Referenced: 3, Page-in-memory: 30
[0:015.5] Process: P83, Page Referenced: 1, Page-in-memory: 36
[0:015.5] Process: P101, Page Referenced: 4, Page-in-memory: 39
[0:015.5] Process: P104, Page Referenced: 3, Page-in-memory: 44, Process Evicted: 21
[0:015.5] Process: P108, Page Referenced: 3, Page-in-memory: 45, Process Evicted: 117
[0:015.6] Process: P51, Page Referenced: 3, Page-in-memory: 86
[0:015.6] Process: P31, Page Referenced: 4, Page-in-memory: 91
[0:015.6] Process: P136, Page Referenced: 3, Page-in-memory: 22
[0:015.6] Process: P84, Page Referenced: 30, Page-in-memory: 46, Process Evicted: 98
[0:015.6] Process: P130, Page Referenced: 0, Page-in-memory: 0
[0:015.6] Process: P83, Page Referenced: 3, Page-in-memory: 47, Process Evicted: 117
[0:015.6] Process: P101, Page Referenced: 3, Page-in-memory: 48, Process Evicted: 98
[0:015.6] Process: P104, Page Referenced: 0, Page-in-memory: 0
