----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 41 	Run Time: 1 
[0:07.4] Process: P77, Exit, Size: 11, Service Duration: 5
Memory-map: P134P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P55P127P10P112P10P87P77P112P87P120P81P112P87P120P9P112P120P9P49P127P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:07.4] Process: P81, Page Referenced: 1, Page-in-memory: 65
[0:07.4] Process: P87, Page Referenced: 23, Page-in-memory: 55, Process Evicted: 55
[0:07.4] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:07.4] Process: P49, Page Referenced: 17, Page-in-memory: 44
[0:07.4] Process: P36, Page Referenced: 10, Page-in-memory: 16
[0:07.4] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:07.4] Process: P46, Page Referenced: 1, Page-in-memory: 4
[0:07.4] Process: P58, Page Referenced: 29, Page-in-memory: 56, Process Evicted: 127
[0:07.4] Process: P125, Page Referenced: 30, Page-in-memory: 19
[0:07.4] Process: P130, Page Referenced: 15, Page-in-memory: 57, Process Evicted: 10
[0:07.4] Process: P101, Page Referenced: 3, Page-in-memory: 53
[0:07.4] Process: P134, Page Referenced: 4, Page-in-memory: 58, Process Evicted: 112
[0:07.5] Process: P81, Exit, Size: 11, Service Duration: 5
Memory-map: P134P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P10P87P77P112P87P120P81P112P87P120P9P112P120P9P49P127P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:07.5] Process: P87, Page Referenced: 26, Page-in-memory: 90
[0:07.5] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:07.5] Process: P49, Page Referenced: 16, Page-in-memory: 59, Process Evicted: 10
[0:07.5] Process: P36, Page Referenced: 9, Page-in-memory: 92
[0:07.5] Process: P37, Page Referenced: 4, Page-in-memory: 17
[0:07.5] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:07.5] Process: P58, Page Referenced: 28, Page-in-memory: 51
[0:07.5] Process: P125, Page Referenced: 7, Page-in-memory: 60, Process Evicted: 87
[0:07.5] Process: P130, Exit, Size: 31, Service Duration: 1
Memory-map: P134P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P77P112P87P120P81P112P87P120P9P112P120P9P49P127P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:07.5] Process: P101, Page Referenced: 0, Page-in-memory: 0
[0:07.5] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:07.6] Process: P87, Page Referenced: 25, Page-in-memory: 61, Process Evicted: 77
[0:07.6] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:07.6] Process: P49, Page Referenced: 16, Page-in-memory: 59
[0:07.6] Process: P36, Exit, Size: 11, Service Duration: 2
Memory-map: P134P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P112P87P120P81P112P87P120P9P112P120P9P49P127P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:07.6] Process: P37, Page Referenced: 4, Page-in-memory: 17
[0:07.6] Process: P46, Page Referenced: 3, Page-in-memory: 12
[0:07.6] Process: P58, Page Referenced: 18, Page-in-memory: 62, Process Evicted: 112
[0:07.6] Process: P125, Page Referenced: 8, Page-in-memory: 63, Process Evicted: 87
[0:07.6] Process: P101, Page Referenced: 1, Page-in-memory: 64, Process Evicted: 120
[0:07.6] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:07.7] Process: P87, Page Referenced: 27, Page-in-memory: 94
[0:07.7] Process: P9, Page Referenced: 1, Page-in-memory: 69
[0:07.7] Process: P49, Page Referenced: 21, Page-in-memory: 65, Process Evicted: 81
[0:07.7] Process: P37, Page Referenced: 4, Page-in-memory: 17
[0:07.7] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:07.7] Process: P58, Page Referenced: 19, Page-in-memory: 66, Process Evicted: 112
[0:07.7] Process: P125, Page Referenced: 1, Page-in-memory: 42
[0:07.7] Process: P101, Page Referenced: 6, Page-in-memory: 67, Process Evicted: 87
[0:07.7] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:07.8] Process: P87, Page Referenced: 4, Page-in-memory: 20
[0:07.8] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:07.8] Process: P49, Page Referenced: 22, Page-in-memory: 21
[0:07.8] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:07.8] Process: P46, Page Referenced: 2, Page-in-memory: 30
[0:07.8] Process: P58, Page Referenced: 20, Page-in-memory: 68, Process Evicted: 120
[0:07.8] Process: P125, Page Referenced: 8, Page-in-memory: 63
[0:07.8] Process: P101, Page Referenced: 10, Page-in-memory: 69, Process Evicted: 9
[0:07.8] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:07.9] Process: P87, Page Referenced: 3, Page-in-memory: 70, Process Evicted: 112
[0:07.9] Process: P9, Page Referenced: 1, Page-in-memory: 69
[0:07.9] Process: P49, Page Referenced: 23, Page-in-memory: 87
[0:07.9] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:07.9] Process: P46, Page Referenced: 0, Page-in-memory: 0
[0:07.9] Process: P58, Page Referenced: 20, Page-in-memory: 68
[0:07.9] Process: P125, Page Referenced: 7, Page-in-memory: 60
[0:07.9] Process: P101, Page Referenced: 5, Page-in-memory: 71, Process Evicted: 120
[0:07.9] Process: P134, Page Referenced: 0, Page-in-memory: 0
[0:08.0] Process: P87, Page Referenced: 2, Page-in-memory: 37
[0:08.0] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:08.0] Process: P49, Page Referenced: 22, Page-in-memory: 21
[0:08.0] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:08.0] Process: P46, Page Referenced: 1, Page-in-memory: 4
[0:08.0] Process: P58, Page Referenced: 20, Page-in-memory: 68
[0:08.0] Process: P125, Page Referenced: 8, Page-in-memory: 63
[0:08.0] Process: P101, Page Referenced: 9, Page-in-memory: 72, Process Evicted: 9
[0:08.0] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:08.0] Process: P66, Enter, Size: 5, Service Duration: 3
Memory-map: P66P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P49P127P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:08.1] Process: P87, Page Referenced: 1, Page-in-memory: 29
[0:08.1] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:08.1] Process: P49, Page Referenced: 21, Page-in-memory: 65
[0:08.1] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:08.1] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:08.1] Process: P58, Page Referenced: 19, Page-in-memory: 66
[0:08.1] Process: P125, Page Referenced: 7, Page-in-memory: 60
[0:08.1] Process: P101, Page Referenced: 8, Page-in-memory: 43
[0:08.1] Process: P134, Page Referenced: 3, Page-in-memory: 73, Process Evicted: 49
[0:08.1] Process: P66, Page Referenced: 3, Page-in-memory: 74, Process Evicted: 127
[0:08.1] Process: P140, Enter, Size: 17, Service Duration: 5
Memory-map: P140P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P9P49P36P36P95P112P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:08.2] Process: P87, Page Referenced: 0, Page-in-memory: 0
[0:08.2] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:08.2] Process: P49, Page Referenced: 20, Page-in-memory: 75, Process Evicted: 9
[0:08.2] Process: P37, Page Referenced: 3, Page-in-memory: 26
[0:08.2] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:08.2] Process: P58, Page Referenced: 4, Page-in-memory: 9
[0:08.2] Process: P125, Page Referenced: 8, Page-in-memory: 63
[0:08.2] Process: P101, Page Referenced: 8, Page-in-memory: 43
[0:08.2] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:08.2] Process: P66, Page Referenced: 4, Page-in-memory: 76, Process Evicted: 49
[0:08.2] Process: P140, Page Referenced: 0, Page-in-memory: 0
[0:08.3] Process: P87, Page Referenced: 23, Page-in-memory: 55
[0:08.3] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:08.3] Process: P49, Page Referenced: 28, Page-in-memory: 77, Process Evicted: 36
[0:08.3] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:08.3] Process: P46, Page Referenced: 0, Page-in-memory: 0
[0:08.3] Process: P58, Page Referenced: 4, Page-in-memory: 9
[0:08.3] Process: P125, Page Referenced: 9, Page-in-memory: 78, Process Evicted: 36
[0:08.3] Process: P101, Page Referenced: 9, Page-in-memory: 72
[0:08.3] Process: P134, Page Referenced: 3, Page-in-memory: 73
[0:08.3] Process: P66, Page Referenced: 3, Page-in-memory: 74
[0:08.3] Process: P140, Page Referenced: 0, Page-in-memory: 0
[0:08.4] Process: P87, Page Referenced: 24, Page-in-memory: 98
[0:08.4] Process: P9, Page Referenced: 2, Page-in-memory: 72
[0:08.4] Process: P49, Page Referenced: 27, Page-in-memory: 79, Process Evicted: 95
[0:08.4] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:08.4] Process: P46, Page Referenced: 3, Page-in-memory: 12
[0:08.4] Process: P58, Page Referenced: 5, Page-in-memory: 80, Process Evicted: 112
[0:08.4] Process: P125, Exit, Size: 31, Service Duration: 2
Memory-map: P140P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P10P9P112P10P87P120P49P36P81P87P120P36P56P87P95P37P112P87P120
[0:08.4] Process: P101, Page Referenced: 7, Page-in-memory: 81, Process Evicted: 10
[0:08.4] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:08.4] Process: P66, Page Referenced: 2, Page-in-memory: 82, Process Evicted: 9
[0:08.4] Process: P140, Page Referenced: 1, Page-in-memory: 83, Process Evicted: 112
[0:08.5] Process: P87, Page Referenced: 11, Page-in-memory: 84, Process Evicted: 10
[0:08.5] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:08.5] Process: P49, Page Referenced: 26, Page-in-memory: 85, Process Evicted: 87
[0:08.5] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:08.5] Process: P46, Page Referenced: 2, Page-in-memory: 30
[0:08.5] Process: P58, Page Referenced: 26, Page-in-memory: 31
[0:08.5] Process: P101, Page Referenced: 6, Page-in-memory: 67
[0:08.5] Process: P134, Page Referenced: 3, Page-in-memory: 73
[0:08.5] Process: P66, Page Referenced: 0, Page-in-memory: 0
[0:08.5] Process: P140, Page Referenced: 1, Page-in-memory: 83
[0:08.6] Process: P87, Page Referenced: 3, Page-in-memory: 70
[0:08.6] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:08.6] Process: P49, Page Referenced: 25, Page-in-memory: 73
[0:08.6] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:08.6] Process: P46, Page Referenced: 0, Page-in-memory: 0
[0:08.6] Process: P58, Page Referenced: 9, Page-in-memory: 86, Process Evicted: 120
[0:08.6] Process: P101, Page Referenced: 5, Page-in-memory: 71
[0:08.6] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:08.6] Process: P66, Page Referenced: 1, Page-in-memory: 87, Process Evicted: 49
[0:08.6] Process: P140, Page Referenced: 1, Page-in-memory: 83
[0:08.7] Process: P87, Page Referenced: 2, Page-in-memory: 37
[0:08.7] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:08.7] Process: P49, Page Referenced: 21, Page-in-memory: 65
[0:08.7] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:08.7] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:08.7] Process: P58, Page Referenced: 1, Page-in-memory: 18
[0:08.7] Process: P101, Page Referenced: 5, Page-in-memory: 71
[0:08.7] Process: P134, Page Referenced: 5, Page-in-memory: 88, Process Evicted: 36
[0:08.7] Process: P66, Page Referenced: 2, Page-in-memory: 82
[0:08.7] Process: P140, Page Referenced: 1, Page-in-memory: 83
[0:08.8] Process: P87, Page Referenced: 1, Page-in-memory: 29
[0:08.8] Process: P9, Page Referenced: 5, Page-in-memory: 1
[0:08.8] Process: P49, Page Referenced: 20, Page-in-memory: 75
[0:08.8] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:08.8] Process: P46, Page Referenced: 5, Page-in-memory: 89, Process Evicted: 81
[0:08.8] Process: P58, Page Referenced: 1, Page-in-memory: 18
[0:08.8] Process: P101, Page Referenced: 4, Page-in-memory: 90, Process Evicted: 87
[0:08.8] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:08.8] Process: P66, Page Referenced: 0, Page-in-memory: 0
[0:08.8] Process: P140, Page Referenced: 0, Page-in-memory: 0
[0:08.9] Process: P87, Page Referenced: 21, Page-in-memory: 91, Process Evicted: 120
[0:08.9] Process: P9, Page Referenced: 5, Page-in-memory: 1
[0:08.9] Process: P49, Page Referenced: 26, Page-in-memory: 85
[0:08.9] Process: P37, Page Referenced: 4, Page-in-memory: 17
[0:08.9] Process: P46, Page Referenced: 1, Page-in-memory: 4
[0:08.9] Process: P58, Page Referenced: 5, Page-in-memory: 80
[0:08.9] Process: P101, Page Referenced: 9, Page-in-memory: 72
[0:08.9] Process: P134, Page Referenced: 3, Page-in-memory: 73
[0:08.9] Process: P66, Page Referenced: 4, Page-in-memory: 76
[0:08.9] Process: P140, Page Referenced: 1, Page-in-memory: 83
[0:09.0] Process: P87, Page Referenced: 12, Page-in-memory: 92, Process Evicted: 36
[0:09.0] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:09.0] Process: P49, Page Referenced: 30, Page-in-memory: 6
[0:09.0] Process: P37, Page Referenced: 3, Page-in-memory: 26
[0:09.0] Process: P46, Page Referenced: 4, Page-in-memory: 8
[0:09.0] Process: P58, Page Referenced: 4, Page-in-memory: 9
[0:09.0] Process: P101, Page Referenced: 1, Page-in-memory: 64
[0:09.0] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:09.0] Process: P66, Page Referenced: 1, Page-in-memory: 87
[0:09.0] Process: P140, Page Referenced: 0, Page-in-memory: 0
[0:09.0] Process: P33, Enter, Size: 31, Service Duration: 4
Memory-map: P33P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P56P87P95P37P112P87P120
[0:09.1] Process: P87, Page Referenced: 28, Page-in-memory: 67
[0:09.1] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:09.1] Process: P49, Page Referenced: 1, Page-in-memory: 93, Process Evicted: 56
[0:09.1] Process: P37, Page Referenced: 3, Page-in-memory: 26
[0:09.1] Process: P46, Page Referenced: 5, Page-in-memory: 89
[0:09.1] Process: P58, Page Referenced: 4, Page-in-memory: 9
[0:09.1] Process: P101, Page Referenced: 9, Page-in-memory: 72
[0:09.1] Process: P134, Page Referenced: 3, Page-in-memory: 73
[0:09.1] Process: P66, Page Referenced: 2, Page-in-memory: 82
[0:09.1] Process: P140, Page Referenced: 16, Page-in-memory: 94, Process Evicted: 87
[0:09.1] Process: P33, Page Referenced: 0, Page-in-memory: 0
[0:09.1] Process: P69, Enter, Size: 5, Service Duration: 1
Memory-map: P69P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P95P37P112P87P120
[0:09.2] Process: P87, Exit, Size: 31, Service Duration: 4
Memory-map: P69P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P95P37P112P87P120
[0:09.2] Process: P9, Page Referenced: 0, Page-in-memory: 0
[0:09.2] Process: P49, Page Referenced: 0, Page-in-memory: 0
[0:09.2] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:09.2] Process: P46, Exit, Size: 5, Service Duration: 3
Memory-map: P69P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P95P37P112P87P120
[0:09.2] Process: P58, Page Referenced: 4, Page-in-memory: 9
[0:09.2] Process: P101, Page Referenced: 9, Page-in-memory: 72
[0:09.2] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:09.2] Process: P66, Page Referenced: 2, Page-in-memory: 82
[0:09.2] Process: P140, Page Referenced: 15, Page-in-memory: 95, Process Evicted: 95
[0:09.2] Process: P33, Page Referenced: 29, Page-in-memory: 96, Process Evicted: 37
[0:09.2] Process: P69, Page Referenced: 0, Page-in-memory: 0
[0:09.3] Process: P9, Page Referenced: 1, Page-in-memory: 69
[0:09.3] Process: P49, Page Referenced: 27, Page-in-memory: 79
[0:09.3] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:09.3] Process: P58, Exit, Size: 31, Service Duration: 3
Memory-map: P69P9P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P112P87P120
[0:09.3] Process: P101, Page Referenced: 6, Page-in-memory: 67
[0:09.3] Process: P134, Page Referenced: 0, Page-in-memory: 0
[0:09.3] Process: P66, Page Referenced: 4, Page-in-memory: 76
[0:09.3] Process: P140, Page Referenced: 16, Page-in-memory: 94
[0:09.3] Process: P33, Page Referenced: 30, Page-in-memory: 97, Process Evicted: 112
[0:09.3] Process: P69, Page Referenced: 4, Page-in-memory: 98, Process Evicted: 87
[0:09.4] Process: P9, Page Referenced: 1, Page-in-memory: 69
[0:09.4] Process: P49, Page Referenced: 27, Page-in-memory: 79
[0:09.4] Process: P37, Page Referenced: 4, Page-in-memory: 17
[0:09.4] Process: P101, Page Referenced: 5, Page-in-memory: 71
[0:09.4] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:09.4] Process: P66, Page Referenced: 1, Page-in-memory: 87
[0:09.4] Process: P140, Page Referenced: 16, Page-in-memory: 94
[0:09.4] Process: P33, Page Referenced: 31, Page-in-memory: 99, Process Evicted: 120
[0:09.4] Process: P69, Page Referenced: 5, Page-in-memory: 1, Process Evicted: 9
[0:09.5] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:09.5] Process: P49, Exit, Size: 31, Service Duration: 4
Memory-map: P69P69P49P36P46P9P49P36P46P58P87P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P33P69P33
[0:09.5] Process: P37, Page Referenced: 5, Page-in-memory: 2, Process Evicted: 49
[0:09.5] Process: P101, Page Referenced: 4, Page-in-memory: 90
[0:09.5] Process: P134, Page Referenced: 2, Page-in-memory: 54
[0:09.5] Process: P66, Page Referenced: 2, Page-in-memory: 82
[0:09.5] Process: P140, Page Referenced: 17, Page-in-memory: 3, Process Evicted: 36
[0:09.5] Process: P33, Page Referenced: 30, Page-in-memory: 97
[0:09.5] Process: P69, Page Referenced: 5, Page-in-memory: 1
[0:09.6] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:09.6] Process: P37, Page Referenced: 3, Page-in-memory: 26
[0:09.6] Process: P101, Page Referenced: 9, Page-in-memory: 72
[0:09.6] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:09.6] Process: P66, Page Referenced: 3, Page-in-memory: 74
[0:09.6] Process: P140, Page Referenced: 4, Page-in-memory: 4, Process Evicted: 46
[0:09.6] Process: P33, Page Referenced: 27, Page-in-memory: 5, Process Evicted: 9
[0:09.6] Process: P69, Page Referenced: 6, Page-in-memory: 6, Process Evicted: 49
[0:09.7] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:09.7] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:09.7] Process: P101, Page Referenced: 8, Page-in-memory: 43
[0:09.7] Process: P134, Page Referenced: 0, Page-in-memory: 0
[0:09.7] Process: P66, Page Referenced: 1, Page-in-memory: 87
[0:09.7] Process: P140, Page Referenced: 4, Page-in-memory: 4
[0:09.7] Process: P33, Page Referenced: 27, Page-in-memory: 5
[0:09.7] Process: P69, Page Referenced: 2, Page-in-memory: 7, Process Evicted: 36
[0:09.8] Process: P9, Page Referenced: 4, Page-in-memory: 82
[0:09.8] Process: P37, Page Referenced: 1, Page-in-memory: 96
[0:09.8] Process: P101, Page Referenced: 2, Page-in-memory: 8, Process Evicted: 46
[0:09.8] Process: P134, Page Referenced: 0, Page-in-memory: 0
[0:09.8] Process: P66, Page Referenced: 1, Page-in-memory: 87
[0:09.8] Process: P140, Page Referenced: 16, Page-in-memory: 94
[0:09.8] Process: P33, Page Referenced: 28, Page-in-memory: 9, Process Evicted: 58
[0:09.8] Process: P69, Page Referenced: 1, Page-in-memory: 10, Process Evicted: 87
[0:09.9] Process: P9, Page Referenced: 5, Page-in-memory: 1
[0:09.9] Process: P37, Page Referenced: 0, Page-in-memory: 0
[0:09.9] Process: P101, Page Referenced: 1, Page-in-memory: 64
[0:09.9] Process: P134, Page Referenced: 1, Page-in-memory: 47
[0:09.9] Process: P66, Page Referenced: 2, Page-in-memory: 82
[0:09.9] Process: P140, Page Referenced: 0, Page-in-memory: 0
[0:09.9] Process: P33, Page Referenced: 27, Page-in-memory: 5
[0:09.9] Process: P69, Page Referenced: 4, Page-in-memory: 98
[0:010.0] Process: P9, Page Referenced: 1, Page-in-memory: 69
[0:010.0] Process: P37, Page Referenced: 2, Page-in-memory: 45
[0:010.0] Process: P101, Page Referenced: 10, Page-in-memory: 69
[0:010.0] Process: P134, Page Referenced: 4, Page-in-memory: 58
[0:010.0] Process: P66, Page Referenced: 3, Page-in-memory: 74
[0:010.0] Process: P140, Page Referenced: 16, Page-in-memory: 94
[0:010.0] Process: P33, Page Referenced: 27, Page-in-memory: 5
[0:010.0] Process: P69, Page Referenced: 0, Page-in-memory: 0
[0:010.0] Process: P47, Enter, Size: 17, Service Duration: 2
Memory-map: P47P69P37P140P140P33P69P69P101P33P69P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P33P69P33
[0:010.1] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:010.1] Process: P37, Exit, Size: 5, Service Duration: 4
Memory-map: P47P69P37P140P140P33P69P69P101P33P69P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P33P69P33
[0:010.1] Process: P101, Exit, Size: 11, Service Duration: 3
Memory-map: P47P69P37P140P140P33P69P69P101P33P69P9P46P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P33P69P33
[0:010.1] Process: P134, Page Referenced: 5, Page-in-memory: 88
[0:010.1] Process: P66, Page Referenced: 3, Page-in-memory: 74
[0:010.1] Process: P140, Page Referenced: 15, Page-in-memory: 95
[0:010.1] Process: P33, Page Referenced: 30, Page-in-memory: 97
[0:010.1] Process: P69, Page Referenced: 3, Page-in-memory: 11, Process Evicted: 9
[0:010.1] Process: P47, Page Referenced: 6, Page-in-memory: 12, Process Evicted: 46
[0:010.1] Process: P72, Enter, Size: 31, Service Duration: 5
Memory-map: P72P69P37P140P140P33P69P69P101P33P69P69P47P58P87P9P36P37P58P125P87P49P58P125P87P49P37P125P130P87P46P58P125P49P36P125P130P87P49P58P125P130P125P101P49P37P130P134P77P87P36P58P130P101P134P87P58P130P134P49P125P87P58P125P101P49P58P101P58P101P87P101P101P134P66P49P66P49P125P49P58P101P66P140P87P49P58P66P134P46P101P87P87P49P140P140P33P33P69P33
[0:010.2] Process: P9, Page Referenced: 3, Page-in-memory: 75
[0:010.2] Process: P134, Page Referenced: 6, Page-in-memory: 13, Process Evicted: 58
[0:010.2] Process: P66, Page Referenced: 4, Page-in-memory: 76
[0:010.2] Process: P140, Page Referenced: 14, Page-in-memory: 14, Process Evicted: 87
[0:010.2] Process: P33, Page Referenced: 15, Page-in-memory: 15, Process Evicted: 9
[0:010.2] Process: P69, Exit, Size: 5, Service Duration: 1
