----------Creating Processes----------
Process: P0 	Size: 11 	Arrival Time: 27 	Run Time: 3 
[0:013.6] Process: P99, Page Referenced: 0, Page-in-memory: 0
[0:013.6] Process: P14, Page Referenced: 11, Page-in-memory: 94
[0:013.6] Process: P37, Page Referenced: 9, Page-in-memory: 99, Process Evicted: 41
[0:013.7] Process: P65, Page Referenced: 1, Page-in-memory: 8
[0:013.7] Process: P127, Page Referenced: 0, Page-in-memory: 0
[0:013.7] Process: P132, Page Referenced: 10, Page-in-memory: 42
[0:013.7] Process: P17, Page Referenced: 15, Page-in-memory: 1, Process Evicted: 65
[0:013.7] Process: P52, Page Referenced: 4, Page-in-memory: 63
[0:013.7] Process: P99, Page Referenced: 5, Page-in-memory: 2, Process Evicted: 70
[0:013.7] Process: P14, Page Referenced: 10, Page-in-memory: 91
[0:013.7] Process: P37, Page Referenced: 8, Page-in-memory: 97
[0:013.8] Process: P65, Page Referenced: 0, Page-in-memory: 0
[0:013.8] Process: P127, Page Referenced: 16, Page-in-memory: 39
[0:013.8] Process: P132, Page Referenced: 11, Page-in-memory: 3, Process Evicted: 84
[0:013.8] Process: P17, Page Referenced: 29, Page-in-memory: 88
[0:013.8] Process: P52, Page Referenced: 4, Page-in-memory: 63
[0:013.8] Process: P99, Page Referenced: 7, Page-in-memory: 90
[0:013.8] Process: P14, Page Referenced: 2, Page-in-memory: 4, Process Evicted: 65
[0:013.8] Process: P37, Page Referenced: 10, Page-in-memory: 92
[0:013.9] Process: P65, Page Referenced: 3, Page-in-memory: 97
[0:013.9] Process: P127, Page Referenced: 0, Page-in-memory: 0
[0:013.9] Process: P132, Page Referenced: 5, Page-in-memory: 53
[0:013.9] Process: P17, Page Referenced: 29, Page-in-memory: 88
[0:013.9] Process: P52, Page Referenced: 1, Page-in-memory: 58
[0:013.9] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:013.9] Process: P14, Page Referenced: 1, Page-in-memory: 85
[0:013.9] Process: P37, Page Referenced: 11, Page-in-memory: 5, Process Evicted: 81
[0:014.0] Process: P65, Page Referenced: 3, Page-in-memory: 97
[0:014.0] Process: P127, Page Referenced: 16, Page-in-memory: 39
[0:014.0] Process: P132, Page Referenced: 8, Page-in-memory: 6, Process Evicted: 32
[0:014.0] Process: P17, Page Referenced: 10, Page-in-memory: 7, Process Evicted: 41
[0:014.0] Process: P52, Page Referenced: 2, Page-in-memory: 74
[0:014.0] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:014.0] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:014.0] Process: P37, Page Referenced: 11, Page-in-memory: 5
[0:014.0] Process: P1, Enter, Size: 31, Service Duration: 1
Memory-map: P1P17P99P132P14P37P132P17P65P70P84P70P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.1] Process: P65, Page Referenced: 0, Page-in-memory: 0
[0:014.1] Process: P127, Exit, Size: 17, Service Duration: 3
Memory-map: P1P17P99P132P14P37P132P17P65P70P84P70P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.1] Process: P132, Page Referenced: 10, Page-in-memory: 42
[0:014.1] Process: P17, Page Referenced: 9, Page-in-memory: 66
[0:014.1] Process: P52, Page Referenced: 3, Page-in-memory: 60
[0:014.1] Process: P99, Page Referenced: 5, Page-in-memory: 2
[0:014.1] Process: P14, Page Referenced: 3, Page-in-memory: 8, Process Evicted: 65
[0:014.1] Process: P37, Page Referenced: 12, Page-in-memory: 9, Process Evicted: 70
[0:014.1] Process: P1, Page Referenced: 29, Page-in-memory: 10, Process Evicted: 84
[0:014.1] Process: P34, Enter, Size: 5, Service Duration: 1
Memory-map: P34P17P99P132P14P37P132P17P14P37P1P70P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.2] Process: P65, Exit, Size: 5, Service Duration: 5
Memory-map: P34P17P99P132P14P37P132P17P14P37P1P70P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.2] Process: P132, Page Referenced: 2, Page-in-memory: 98
[0:014.2] Process: P17, Page Referenced: 10, Page-in-memory: 7
[0:014.2] Process: P52, Exit, Size: 5, Service Duration: 2
Memory-map: P34P17P99P132P14P37P132P17P14P37P1P70P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.2] Process: P99, Page Referenced: 4, Page-in-memory: 11, Process Evicted: 70
[0:014.2] Process: P14, Page Referenced: 2, Page-in-memory: 4
[0:014.2] Process: P37, Exit, Size: 11, Service Duration: 1
Memory-map: P34P17P99P132P14P37P132P17P14P37P1P99P70P41P70P81P32P41P70P141P41P70P65P70P49P81P70P81P84P32P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:014.2] Process: P1, Page Referenced: 29, Page-in-memory: 10
[0:014.2] Process: P34, Page Referenced: 3, Page-in-memory: 12, Process Evicted: 70
[0:014.3] Process: P132, Page Referenced: 3, Page-in-memory: 52
[0:014.3] Process: P17, Page Referenced: 1, Page-in-memory: 55
[0:014.3] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:014.3] Process: P14, Page Referenced: 3, Page-in-memory: 8
[0:014.3] Process: P1, Page Referenced: 30, Page-in-memory: 13, Process Evicted: 41
[0:014.3] Process: P34, Page Referenced: 1, Page-in-memory: 14, Process Evicted: 70
[0:014.4] Process: P132, Page Referenced: 3, Page-in-memory: 52
[0:014.4] Process: P17, Page Referenced: 6, Page-in-memory: 15, Process Evicted: 81
[0:014.4] Process: P99, Page Referenced: 8, Page-in-memory: 16, Process Evicted: 32
[0:014.4] Process: P14, Page Referenced: 3, Page-in-memory: 8
[0:014.4] Process: P1, Page Referenced: 29, Page-in-memory: 10
[0:014.4] Process: P34, Page Referenced: 1, Page-in-memory: 14
[0:014.5] Process: P132, Page Referenced: 3, Page-in-memory: 52
[0:014.5] Process: P17, Page Referenced: 4, Page-in-memory: 17, Process Evicted: 41
[0:014.5] Process: P99, Page Referenced: 7, Page-in-memory: 90
[0:014.5] Process: P14, Page Referenced: 4, Page-in-memory: 18, Process Evicted: 70
[0:014.5] Process: P1, Page Referenced: 30, Page-in-memory: 13
[0:014.5] Process: P34, Page Referenced: 4, Page-in-memory: 19, Process Evicted: 141
[0:014.6] Process: P132, Page Referenced: 2, Page-in-memory: 98
[0:014.6] Process: P17, Page Referenced: 5, Page-in-memory: 20, Process Evicted: 41
[0:014.6] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:014.6] Process: P14, Page Referenced: 3, Page-in-memory: 8
[0:014.6] Process: P1, Page Referenced: 30, Page-in-memory: 13
[0:014.6] Process: P34, Page Referenced: 1, Page-in-memory: 14
[0:014.7] Process: P132, Page Referenced: 2, Page-in-memory: 98
[0:014.7] Process: P17, Page Referenced: 22, Page-in-memory: 21, Process Evicted: 70
[0:014.7] Process: P99, Page Referenced: 3, Page-in-memory: 22, Process Evicted: 65
[0:014.7] Process: P14, Page Referenced: 8, Page-in-memory: 23, Process Evicted: 70
[0:014.7] Process: P1, Page Referenced: 1, Page-in-memory: 24, Process Evicted: 49
[0:014.7] Process: P34, Page Referenced: 0, Page-in-memory: 0
[0:014.8] Process: P132, Page Referenced: 6, Page-in-memory: 46
[0:014.8] Process: P17, Page Referenced: 28, Page-in-memory: 59
[0:014.8] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:014.8] Process: P14, Page Referenced: 7, Page-in-memory: 25, Process Evicted: 81
[0:014.8] Process: P1, Page Referenced: 2, Page-in-memory: 26, Process Evicted: 70
[0:014.8] Process: P34, Page Referenced: 1, Page-in-memory: 14
[0:014.9] Process: P132, Page Referenced: 7, Page-in-memory: 44
[0:014.9] Process: P17, Page Referenced: 28, Page-in-memory: 59
[0:014.9] Process: P99, Page Referenced: 8, Page-in-memory: 16
[0:014.9] Process: P14, Page Referenced: 6, Page-in-memory: 27, Process Evicted: 81
[0:014.9] Process: P1, Page Referenced: 1, Page-in-memory: 24
[0:014.9] Process: P34, Page Referenced: 0, Page-in-memory: 0
[0:015.0] Process: P132, Page Referenced: 8, Page-in-memory: 6
[0:015.0] Process: P17, Page Referenced: 27, Page-in-memory: 28, Process Evicted: 84
[0:015.0] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:015.0] Process: P14, Page Referenced: 9, Page-in-memory: 29, Process Evicted: 32
[0:015.0] Process: P1, Page Referenced: 2, Page-in-memory: 26
[0:015.0] Process: P34, Page Referenced: 4, Page-in-memory: 19
[0:015.0] Process: P42, Enter, Size: 17, Service Duration: 5
Memory-map: P42P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.1] Process: P132, Page Referenced: 8, Page-in-memory: 6
[0:015.1] Process: P17, Page Referenced: 27, Page-in-memory: 28
[0:015.1] Process: P99, Page Referenced: 5, Page-in-memory: 2
[0:015.1] Process: P14, Page Referenced: 6, Page-in-memory: 27
[0:015.1] Process: P1, Exit, Size: 31, Service Duration: 1
Memory-map: P42P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P49P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.1] Process: P34, Page Referenced: 4, Page-in-memory: 19
[0:015.1] Process: P42, Page Referenced: 1, Page-in-memory: 30, Process Evicted: 49
[0:015.1] Process: P58, Enter, Size: 11, Service Duration: 3
Memory-map: P58P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.2] Process: P132, Exit, Size: 11, Service Duration: 4
Memory-map: P58P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P70P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.2] Process: P17, Page Referenced: 30, Page-in-memory: 78
[0:015.2] Process: P99, Page Referenced: 5, Page-in-memory: 2
[0:015.2] Process: P14, Page Referenced: 5, Page-in-memory: 31, Process Evicted: 70
[0:015.2] Process: P34, Exit, Size: 5, Service Duration: 1
Memory-map: P58P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P49P49P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.2] Process: P42, Page Referenced: 15, Page-in-memory: 32, Process Evicted: 49
[0:015.2] Process: P58, Page Referenced: 10, Page-in-memory: 33, Process Evicted: 49
[0:015.2] Process: P96, Enter, Size: 11, Service Duration: 3
Memory-map: P96P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P84P70P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.3] Process: P17, Page Referenced: 4, Page-in-memory: 17
[0:015.3] Process: P99, Page Referenced: 6, Page-in-memory: 77
[0:015.3] Process: P14, Page Referenced: 5, Page-in-memory: 31
[0:015.3] Process: P42, Page Referenced: 16, Page-in-memory: 34, Process Evicted: 84
[0:015.3] Process: P58, Page Referenced: 10, Page-in-memory: 33
[0:015.3] Process: P96, Page Referenced: 10, Page-in-memory: 35, Process Evicted: 70
[0:015.3] Process: P117, Enter, Size: 5, Service Duration: 3
Memory-map: P117P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P49P70P81P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.4] Process: P17, Page Referenced: 0, Page-in-memory: 0
[0:015.4] Process: P99, Page Referenced: 10, Page-in-memory: 75
[0:015.4] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:015.4] Process: P42, Page Referenced: 12, Page-in-memory: 36, Process Evicted: 49
[0:015.4] Process: P58, Page Referenced: 10, Page-in-memory: 33
[0:015.4] Process: P96, Page Referenced: 9, Page-in-memory: 37, Process Evicted: 70
[0:015.4] Process: P117, Page Referenced: 4, Page-in-memory: 38, Process Evicted: 81
[0:015.4] Process: P118, Enter, Size: 17, Service Duration: 4
Memory-map: P118P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P42P96P117P127P49P127P132P127P132P127P132P49P127P49P127P132P132P132P127P17P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:015.5] Process: P17, Page Referenced: 30, Page-in-memory: 78
[0:015.5] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:015.5] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:015.5] Process: P42, Page Referenced: 13, Page-in-memory: 39, Process Evicted: 127
[0:015.5] Process: P58, Page Referenced: 10, Page-in-memory: 33
[0:015.5] Process: P96, Page Referenced: 10, Page-in-memory: 35
[0:015.5] Process: P117, Page Referenced: 2, Page-in-memory: 40, Process Evicted: 49
[0:015.5] Process: P118, Page Referenced: 16, Page-in-memory: 41, Process Evicted: 127
[0:015.6] Process: P17, Page Referenced: 17, Page-in-memory: 42, Process Evicted: 132
[0:015.6] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:015.6] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:015.6] Process: P42, Page Referenced: 14, Page-in-memory: 43, Process Evicted: 127
[0:015.6] Process: P58, Page Referenced: 11, Page-in-memory: 44, Process Evicted: 132
[0:015.6] Process: P96, Page Referenced: 8, Page-in-memory: 45, Process Evicted: 127
[0:015.6] Process: P117, Page Referenced: 2, Page-in-memory: 40
[0:015.6] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:015.7] Process: P17, Page Referenced: 16, Page-in-memory: 46, Process Evicted: 132
[0:015.7] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:015.7] Process: P14, Page Referenced: 1, Page-in-memory: 85
[0:015.7] Process: P42, Page Referenced: 15, Page-in-memory: 32
[0:015.7] Process: P58, Page Referenced: 12, Page-in-memory: 47, Process Evicted: 49
[0:015.7] Process: P96, Page Referenced: 9, Page-in-memory: 37
[0:015.7] Process: P117, Page Referenced: 1, Page-in-memory: 48, Process Evicted: 127
[0:015.7] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:015.8] Process: P17, Page Referenced: 29, Page-in-memory: 88
[0:015.8] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:015.8] Process: P14, Page Referenced: 1, Page-in-memory: 85
[0:015.8] Process: P42, Page Referenced: 15, Page-in-memory: 32
[0:015.8] Process: P58, Page Referenced: 13, Page-in-memory: 49, Process Evicted: 49
[0:015.8] Process: P96, Page Referenced: 8, Page-in-memory: 45
[0:015.8] Process: P117, Page Referenced: 1, Page-in-memory: 48
[0:015.8] Process: P118, Page Referenced: 1, Page-in-memory: 50, Process Evicted: 127
[0:015.9] Process: P17, Page Referenced: 30, Page-in-memory: 78
[0:015.9] Process: P99, Page Referenced: 2, Page-in-memory: 51, Process Evicted: 132
[0:015.9] Process: P14, Page Referenced: 1, Page-in-memory: 85
[0:015.9] Process: P42, Page Referenced: 4, Page-in-memory: 52, Process Evicted: 132
[0:015.9] Process: P58, Page Referenced: 14, Page-in-memory: 53, Process Evicted: 132
[0:015.9] Process: P96, Page Referenced: 7, Page-in-memory: 54, Process Evicted: 127
[0:015.9] Process: P117, Page Referenced: 0, Page-in-memory: 0
[0:015.9] Process: P118, Page Referenced: 1, Page-in-memory: 50
[0:016.0] Process: P17, Page Referenced: 31, Page-in-memory: 81
[0:016.0] Process: P99, Page Referenced: 3, Page-in-memory: 22
[0:016.0] Process: P14, Page Referenced: 0, Page-in-memory: 0
[0:016.0] Process: P42, Page Referenced: 5, Page-in-memory: 55, Process Evicted: 17
[0:016.0] Process: P58, Page Referenced: 13, Page-in-memory: 49
[0:016.0] Process: P96, Page Referenced: 8, Page-in-memory: 45
[0:016.0] Process: P117, Page Referenced: 0, Page-in-memory: 0
[0:016.0] Process: P118, Page Referenced: 1, Page-in-memory: 50
[0:016.0] Process: P101, Enter, Size: 31, Service Duration: 4
Memory-map: P101P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P42P96P117P42P117P118P17P42P58P96P17P58P117P58P118P99P42P58P96P42P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:016.1] Process: P17, Page Referenced: 27, Page-in-memory: 28
[0:016.1] Process: P99, Page Referenced: 2, Page-in-memory: 51
[0:016.1] Process: P14, Exit, Size: 11, Service Duration: 3
Memory-map: P101P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P42P96P117P42P117P118P17P42P58P96P17P58P117P58P118P99P42P58P96P42P127P17P52P17P52P63P17P52P99P127P17P52P63P127P17P63P127P17P52P99P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:016.1] Process: P42, Page Referenced: 5, Page-in-memory: 55
[0:016.1] Process: P58, Page Referenced: 10, Page-in-memory: 33
[0:016.1] Process: P96, Page Referenced: 9, Page-in-memory: 37
[0:016.1] Process: P117, Page Referenced: 1, Page-in-memory: 48
[0:016.1] Process: P118, Page Referenced: 1, Page-in-memory: 50
[0:016.1] Process: P101, Page Referenced: 19, Page-in-memory: 56, Process Evicted: 127
[0:016.2] Process: P17, Page Referenced: 12, Page-in-memory: 57, Process Evicted: 17
[0:016.2] Process: P99, Page Referenced: 3, Page-in-memory: 22
[0:016.2] Process: P42, Page Referenced: 2, Page-in-memory: 58, Process Evicted: 52
[0:016.2] Process: P58, Page Referenced: 10, Page-in-memory: 33
[0:016.2] Process: P96, Page Referenced: 8, Page-in-memory: 45
[0:016.2] Process: P117, Page Referenced: 4, Page-in-memory: 38
[0:016.2] Process: P118, Page Referenced: 1, Page-in-memory: 50
[0:016.2] Process: P101, Page Referenced: 18, Page-in-memory: 59, Process Evicted: 17
[0:016.3] Process: P17, Page Referenced: 11, Page-in-memory: 93
[0:016.3] Process: P99, Page Referenced: 4, Page-in-memory: 11
[0:016.3] Process: P42, Page Referenced: 3, Page-in-memory: 60, Process Evicted: 52
[0:016.3] Process: P58, Page Referenced: 3, Page-in-memory: 61, Process Evicted: 63
[0:016.3] Process: P96, Page Referenced: 10, Page-in-memory: 35
[0:016.3] Process: P117, Page Referenced: 4, Page-in-memory: 38
[0:016.3] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:016.3] Process: P101, Page Referenced: 20, Page-in-memory: 62, Process Evicted: 17
[0:016.4] Process: P17, Page Referenced: 12, Page-in-memory: 57
[0:016.4] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:016.4] Process: P42, Page Referenced: 4, Page-in-memory: 52
[0:016.4] Process: P58, Page Referenced: 8, Page-in-memory: 63, Process Evicted: 52
[0:016.4] Process: P96, Page Referenced: 11, Page-in-memory: 64, Process Evicted: 99
[0:016.4] Process: P117, Page Referenced: 2, Page-in-memory: 40
[0:016.4] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:016.4] Process: P101, Page Referenced: 19, Page-in-memory: 56
[0:016.5] Process: P17, Page Referenced: 12, Page-in-memory: 57
[0:016.5] Process: P99, Page Referenced: 1, Page-in-memory: 64
[0:016.5] Process: P42, Page Referenced: 0, Page-in-memory: 0
[0:016.5] Process: P58, Page Referenced: 8, Page-in-memory: 63
[0:016.5] Process: P96, Page Referenced: 9, Page-in-memory: 37
[0:016.5] Process: P117, Page Referenced: 0, Page-in-memory: 0
[0:016.5] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:016.5] Process: P101, Page Referenced: 18, Page-in-memory: 59
[0:016.6] Process: P17, Page Referenced: 24, Page-in-memory: 65, Process Evicted: 127
[0:016.6] Process: P99, Page Referenced: 4, Page-in-memory: 11
[0:016.6] Process: P42, Page Referenced: 1, Page-in-memory: 30
[0:016.6] Process: P58, Page Referenced: 8, Page-in-memory: 63
[0:016.6] Process: P96, Page Referenced: 4, Page-in-memory: 66, Process Evicted: 17
[0:016.6] Process: P117, Page Referenced: 0, Page-in-memory: 0
[0:016.6] Process: P118, Page Referenced: 0, Page-in-memory: 0
[0:016.6] Process: P101, Page Referenced: 19, Page-in-memory: 56
[0:016.7] Process: P17, Page Referenced: 24, Page-in-memory: 65
[0:016.7] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:016.7] Process: P42, Page Referenced: 11, Page-in-memory: 67, Process Evicted: 52
[0:016.7] Process: P58, Page Referenced: 9, Page-in-memory: 68, Process Evicted: 63
[0:016.7] Process: P96, Page Referenced: 1, Page-in-memory: 69, Process Evicted: 127
[0:016.7] Process: P117, Page Referenced: 2, Page-in-memory: 40
[0:016.7] Process: P118, Page Referenced: 16, Page-in-memory: 41
[0:016.7] Process: P101, Page Referenced: 19, Page-in-memory: 56
[0:016.8] Process: P17, Page Referenced: 6, Page-in-memory: 15
[0:016.8] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:016.8] Process: P42, Page Referenced: 10, Page-in-memory: 70, Process Evicted: 17
[0:016.8] Process: P58, Page Referenced: 9, Page-in-memory: 68
[0:016.8] Process: P96, Page Referenced: 3, Page-in-memory: 71, Process Evicted: 63
[0:016.8] Process: P117, Page Referenced: 2, Page-in-memory: 40
[0:016.8] Process: P118, Page Referenced: 11, Page-in-memory: 72, Process Evicted: 127
[0:016.8] Process: P101, Page Referenced: 19, Page-in-memory: 56
[0:016.9] Process: P17, Page Referenced: 5, Page-in-memory: 20
[0:016.9] Process: P99, Page Referenced: 5, Page-in-memory: 2
[0:016.9] Process: P42, Page Referenced: 10, Page-in-memory: 70
[0:016.9] Process: P58, Page Referenced: 9, Page-in-memory: 68
[0:016.9] Process: P96, Page Referenced: 4, Page-in-memory: 66
[0:016.9] Process: P117, Page Referenced: 1, Page-in-memory: 48
[0:016.9] Process: P118, Page Referenced: 16, Page-in-memory: 41
[0:016.9] Process: P101, Page Referenced: 22, Page-in-memory: 73, Process Evicted: 17
[0:017.0] Process: P17, Page Referenced: 3, Page-in-memory: 70
[0:017.0] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:017.0] Process: P42, Page Referenced: 11, Page-in-memory: 67
[0:017.0] Process: P58, Page Referenced: 5, Page-in-memory: 74, Process Evicted: 52
[0:017.0] Process: P96, Page Referenced: 3, Page-in-memory: 71
[0:017.0] Process: P117, Page Referenced: 2, Page-in-memory: 40
[0:017.0] Process: P118, Page Referenced: 16, Page-in-memory: 41
[0:017.0] Process: P101, Page Referenced: 14, Page-in-memory: 75, Process Evicted: 99
[0:017.0] Process: P11, Enter, Size: 17, Service Duration: 4
Memory-map: P11P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P42P96P117P42P117P118P17P42P58P96P17P58P117P58P118P99P42P58P96P42P101P17P42P101P42P58P101P58P96P17P96P42P58P96P42P96P118P101P58P101P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:017.1] Process: P17, Exit, Size: 31, Service Duration: 5
Memory-map: P11P17P99P132P14P37P132P17P14P37P1P99P34P1P34P17P99P17P14P34P17P17P99P14P1P14P1P14P17P14P42P14P42P58P42P96P42P96P117P42P117P118P17P42P58P96P17P58P117P58P118P99P42P58P96P42P101P17P42P101P42P58P101P58P96P17P96P42P58P96P42P96P118P101P58P101P63P99P17P63P127P17P63P99P63P14P127P132P17P63P99P14P37P17P14P37P14P37P132P37
[0:017.1] Process: P99, Page Referenced: 9, Page-in-memory: 83
[0:017.1] Process: P42, Page Referenced: 15, Page-in-memory: 32
[0:017.1] Process: P58, Page Referenced: 4, Page-in-memory: 76, Process Evicted: 63
[0:017.1] Process: P96, Page Referenced: 0, Page-in-memory: 0
[0:017.1] Process: P117, Page Referenced: 4, Page-in-memory: 38
[0:017.1] Process: P118, Page Referenced: 2, Page-in-memory: 77, Process Evicted: 99
[0:017.1] Process: P101, Page Referenced: 2, Page-in-memory: 78, Process Evicted: 17
[0:017.1] Process: P11, Page Referenced: 0, Page-in-memory: 0
[0:017.1] Process: P66, Enter, Size: 31, Service Duration: 4
